ImpactID,DisNo.,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total_Damage_000_USD,"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
70261210f1583efd0efaa11510ba89c8,2002-0119-USA,28.0,,,,,,,200500.0,339640.0,400000.0,677585.0,59.03314407861422,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":30809,""adm2_name"":""Alfalfa""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30812,""adm2_name"":""Beckham""},{""adm2_code"":30813,""adm2_name"":""Blaine""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30820,""adm2_name"":""Cimarron""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30823,""adm2_name"":""Comanche""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30827,""adm2_name"":""Custer""},{""adm2_code"":30829,""adm2_name"":""Dewey""},{""adm2_code"":30830,""adm2_name"":""Ellis""},{""adm2_code"":30831,""adm2_name"":""Garfield""},{""adm2_code"":30832,""adm2_name"":""Garvin""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30834,""adm2_name"":""Grant""},{""adm2_code"":30835,""adm2_name"":""Greer""},{""adm2_code"":30836,""adm2_name"":""Harmon""},{""adm2_code"":30837,""adm2_name"":""Harper""},{""adm2_code"":30840,""adm2_name"":""Jackson""},{""adm2_code"":30843,""adm2_name"":""Kay""},{""adm2_code"":30844,""adm2_name"":""Kingfisher""},{""adm2_code"":30845,""adm2_name"":""Kiowa""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30851,""adm2_name"":""Major""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30860,""adm2_name"":""Nowata""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30866,""adm2_name"":""Pawnee""},{""adm2_code"":30867,""adm2_name"":""Payne""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":30872,""adm2_name"":""Roger Mills""},{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30877,""adm2_name"":""Texas""},{""adm2_code"":30878,""adm2_name"":""Tillman""},{""adm2_code"":30879,""adm2_name"":""Tulsa""},{""adm2_code"":30881,""adm2_name"":""Washington""},{""adm2_code"":30882,""adm2_name"":""Washita""},{""adm2_code"":30883,""adm2_name"":""Woods""},{""adm2_code"":30884,""adm2_name"":""Woodward""}]",2005-05-04,2023-09-25
b07e534df698741c574b89270a7ebb0a,2002-0128-USA,20.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-05-09,2023-09-25
e25e4cb257bfda9f05616f111ae3d1e0,2002-0165-USA,6.0,4.0,750.0,,754.0,,,200500.0,339640.0,200500.0,339640.0,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":29677,""adm2_name"":""Bell""},{""adm2_code"":29699,""adm2_name"":""Cumberland""},{""adm2_code"":31109,""adm2_name"":""Blount""},{""adm2_code"":31141,""adm2_name"":""Hawkins""},{""adm2_code"":31151,""adm2_name"":""Knox""},{""adm2_code"":31182,""adm2_name"":""Sevier""},{""adm2_code"":31611,""adm2_name"":""Smyth""},{""adm2_code"":31622,""adm2_name"":""Washington""},{""adm2_code"":31627,""adm2_name"":""Wise""},{""adm2_code"":31674,""adm2_name"":""Cabell""}]",2006-11-29,2023-09-25
a8993afce32619df55191529c462e0de,2002-0183-USA,7.0,,2000.0,,2000.0,,,,,76000.0,128741.0,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2005-09-21,2024-10-25
cc6abf64d23e4eb423be793e4b1bdc9d,2002-0184-USA,,,,1300.0,1300.0,,,,,5000.0,8470.0,59.03314407861422,"[{""adm2_code"":30486,""adm2_name"":""Lincoln""}]",2003-07-01,2023-09-25
23786567fe464aaecdc7934cc001ca31,2002-0266-USA,9.0,,1000.0,,1000.0,,,,,13000.0,22022.0,59.03314407861422,"[{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":29768,""adm2_name"":""Pike""}]",2005-09-22,2023-09-25
e0964363ccf47fa648664b654c1454b0,2002-0283-USA,2.0,3.0,150.0,30.0,183.0,,,,,,,59.03314407861422,"[{""adm2_code"":31390,""adm2_name"":""Randall""},{""adm2_code"":31418,""adm2_name"":""Swisher""}]",2003-07-01,2023-09-25
e8df16d9d9feab6d75648d1abdb4e171,2002-0287-USA,1.0,12.0,,,12.0,,,,,4000.0,6776.0,59.03314407861422,"[{""adm2_code"":29313,""adm2_name"":""Jefferson""},{""adm2_code"":29368,""adm2_name"":""Wayne""}]",2003-07-01,2023-09-25
98f7a020dabac8d34e776c6ac50f21cc,2002-0310-USA,10.0,100.0,,,100.0,,,2000500.0,3388774.0,2200000.0,3726720.0,59.03314407861422,"[{""adm2_code"":29128,""adm2_name"":""Gordon""},{""adm2_code"":29275,""adm2_name"":""Bond""},{""adm2_code"":29285,""adm2_name"":""Clay""},{""adm2_code"":29316,""adm2_name"":""Johnson""},{""adm2_code"":29342,""adm2_name"":""Moultrie""},{""adm2_code"":29348,""adm2_name"":""Pope""},{""adm2_code"":29354,""adm2_name"":""Saline""},{""adm2_code"":29363,""adm2_name"":""Union""},{""adm2_code"":29436,""adm2_name"":""Perry""},{""adm2_code"":29568,""adm2_name"":""Atchison""},{""adm2_code"":29684,""adm2_name"":""Breckinridge""},{""adm2_code"":29698,""adm2_name"":""Crittenden""},{""adm2_code"":29701,""adm2_name"":""Edmonson""},{""adm2_code"":29717,""adm2_name"":""Hardin""},{""adm2_code"":29724,""adm2_name"":""Hopkins""},{""adm2_code"":29752,""adm2_name"":""Meade""},{""adm2_code"":29762,""adm2_name"":""Ohio""},{""adm2_code"":29787,""adm2_name"":""Webster""},{""adm2_code"":29875,""adm2_name"":""Calvert""},{""adm2_code"":29878,""adm2_name"":""Cecil""},{""adm2_code"":29879,""adm2_name"":""Charles""},{""adm2_code"":29880,""adm2_name"":""Dorchester""},{""adm2_code"":29893,""adm2_name"":""Wicomico""},{""adm2_code"":30087,""adm2_name"":""Chickasaw""},{""adm2_code"":30136,""adm2_name"":""Pontotoc""},{""adm2_code"":30169,""adm2_name"":""Bollinger""},{""adm2_code"":30206,""adm2_name"":""Howell""},{""adm2_code"":30506,""adm2_name"":""Allegany""},{""adm2_code"":30519,""adm2_name"":""Erie""},{""adm2_code"":30795,""adm2_name"":""Stark""},{""adm2_code"":30922,""adm2_name"":""Allegheny""},{""adm2_code"":30923,""adm2_name"":""Armstrong""},{""adm2_code"":30930,""adm2_name"":""Butler""},{""adm2_code"":30939,""adm2_name"":""Columbia""},{""adm2_code"":30952,""adm2_name"":""Indiana""},{""adm2_code"":30958,""adm2_name"":""Lebanon""},{""adm2_code"":30963,""adm2_name"":""Mercer""},{""adm2_code"":30981,""adm2_name"":""Venango""},{""adm2_code"":31114,""adm2_name"":""Carter""},{""adm2_code"":31144,""adm2_name"":""Henry""},{""adm2_code"":31152,""adm2_name"":""Lake""},{""adm2_code"":31179,""adm2_name"":""Rutherford""},{""adm2_code"":31516,""adm2_name"":""Campbell""},{""adm2_code"":31551,""adm2_name"":""Greensville""},{""adm2_code"":31586,""adm2_name"":""Nottoway""},{""adm2_code"":31596,""adm2_name"":""Prince George""},{""adm2_code"":31610,""adm2_name"":""Shenandoah""},{""adm2_code"":154744,""adm2_name"":""Bedford""},{""adm2_code"":31693,""adm2_name"":""Marshall""}]",2006-09-17,2023-09-25
974da34708b4ce323417a482a2bc17e8,2002-0312-USA,,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3216,""adm1_name"":""Arizona""}]",2003-07-01,2023-09-25
d6b3b93e308637aef50b17e703ec4d45,2002-0331-USA,,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3215,""adm1_name"":""Alaska""},{""adm1_code"":3224,""adm1_name"":""Georgia""}]",2003-07-01,2023-09-25
923aca58ae7f656d80f961f19aebfe4a,2002-0351-USA,,,1500.0,72.0,1572.0,,,,,20000.0,33879.0,59.03314407861422,"[{""adm1_code"":3219,""adm1_name"":""Colorado""}]",2003-07-01,2023-09-25
50311e624225a63b2663d7539027805d,2002-0355-USA,14.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3216,""adm1_name"":""Arizona""}]",2003-07-01,2023-09-25
3dfc10fc87be3d6526fb8a6e1d8eeb18,2002-0379-USA,,,,1269.0,1269.0,,,,,200500.0,339640.0,59.03314407861422,"[{""adm1_code"":3216,""adm1_name"":""Arizona""}]",2003-07-01,2023-09-25
39c5fbfe9086151a55abda9e0c23a168,2002-0404-CAN,,,,,,,,,,,,59.03314407861422,"[{""adm2_code"":12660,""adm2_name"":""Kenora""},{""adm2_code"":12679,""adm2_name"":""Rainy River""}]",2005-09-23,2023-09-25
3c46a901c21a7a4689d258ad373ef9aa,2002-0409-CAN,,,600.0,,600.0,,,,,,,59.03314407861422,"[{""adm2_code"":12739,""adm2_name"":""Lac-Saint-Jean-Est""},{""adm2_code"":12744,""adm2_name"":""Le Domaine-du-Roy""},{""adm2_code"":12745,""adm2_name"":""Le Saguenay-et-son-Fjord""},{""adm2_code"":12766,""adm2_name"":""Maria-Chapdelaine""},{""adm2_code"":12776,""adm2_name"":""Nord-du-Québec""}]",2003-07-01,2023-09-25
ae72f74a3ac693a029b73d8fec716f16,2002-0411-USA,10.0,,144000.0,,144000.0,,,200500.0,339640.0,1000000.0,1693964.0,59.03314407861422,"[{""adm2_code"":31209,""adm2_name"":""Bandera""},{""adm2_code"":31245,""adm2_name"":""Comal""},{""adm2_code"":31293,""adm2_name"":""Guadalupe""},{""adm2_code"":31361,""adm2_name"":""McMullen""},{""adm2_code"":31420,""adm2_name"":""Taylor""},{""adm2_code"":31431,""adm2_name"":""Uvalde""}]",2005-09-23,2023-09-25
8fb09b06844dac8e1f94c328dedb89e6,2002-0502-USA,214.0,,3523.0,,3523.0,,,,,,,59.03314407861422,,2005-06-22,2023-09-25
08512b4aa4cddb721afaa9b4b9ce1e1d,2002-0569-USA,,36.0,450.0,51.0,537.0,,,,,20000.0,33879.0,59.03314407861422,"[{""adm2_code"":31778,""adm2_name"":""Rusk""}]",2003-07-01,2023-09-25
d591347d9b4fccb322848fb1d98fc40b,2002-0600-USA,,,750.0,,750.0,,,,,,,59.03314407861422,"[{""adm1_code"":3224,""adm1_name"":""Georgia""}]",2005-09-26,2023-09-25
9973efd85faa20731e9b24d4e916f7e1,2002-0618-USA,,,2000.0,213.0,2213.0,,,,,,,59.03314407861422,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""}]",2003-07-01,2023-09-25
78bf85377a2c97604aadd9481bc8f9d7,2002-0625-USA,,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3251,""adm1_name"":""Oregon""}]",2003-07-01,2023-09-25
0c0801708a595d021c0b75624ec52389,2002-0652-USA,1.0,,13200.0,,13200.0,,,200000.0,338793.0,300000.0,508189.0,59.03314407861422,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2008-03-21,2023-09-25
5462a31c348a921e06f1584d81c1a509,2002-0667-USA,,,101.0,,101.0,,,,,,,59.03314407861422,,2003-07-01,2023-09-25
703897640aa972e09466c318c3a933aa,2002-0687-CAN,2.0,,139.0,,139.0,,,,,,,59.03314407861422,,2005-06-22,2023-09-25
82b3b236b1538d588100b7ea30533261,2002-0700-USA,36.0,115.0,3600.0,351.0,4066.0,,,450500.0,763131.0,700000.0,1185775.0,59.03314407861422,"[{""adm2_code"":28700,""adm2_name"":""Cherokee""},{""adm2_code"":28712,""adm2_name"":""Cullman""},{""adm2_code"":28713,""adm2_name"":""Dale""},{""adm2_code"":28719,""adm2_name"":""Fayette""},{""adm2_code"":28724,""adm2_name"":""Henry""},{""adm2_code"":28727,""adm2_name"":""Jefferson""},{""adm2_code"":28728,""adm2_name"":""Lamar""},{""adm2_code"":28753,""adm2_name"":""Tuscaloosa""},{""adm2_code"":28754,""adm2_name"":""Walker""},{""adm2_code"":28757,""adm2_name"":""Winston""},{""adm2_code"":28807,""adm2_name"":""Crittenden""},{""adm2_code"":28808,""adm2_name"":""Cross""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":29065,""adm2_name"":""Appling""},{""adm2_code"":29066,""adm2_name"":""Atkinson""},{""adm2_code"":29092,""adm2_name"":""Cherokee""},{""adm2_code"":29098,""adm2_name"":""Coffee""},{""adm2_code"":29106,""adm2_name"":""Dawson""},{""adm2_code"":29176,""adm2_name"":""Pickens""},{""adm2_code"":29379,""adm2_name"":""Blackford""},{""adm2_code"":29672,""adm2_name"":""Allen""},{""adm2_code"":30122,""adm2_name"":""Lowndes""},{""adm2_code"":30130,""adm2_name"":""Noxubee""},{""adm2_code"":30131,""adm2_name"":""Oktibbeha""},{""adm2_code"":30158,""adm2_name"":""Winston""},{""adm2_code"":30724,""adm2_name"":""Athens""},{""adm2_code"":30739,""adm2_name"":""Defiance""},{""adm2_code"":30765,""adm2_name"":""Logan""},{""adm2_code"":30781,""adm2_name"":""Ottawa""},{""adm2_code"":30782,""adm2_name"":""Paulding""},{""adm2_code"":30788,""adm2_name"":""Putnam""},{""adm2_code"":30793,""adm2_name"":""Seneca""},{""adm2_code"":30799,""adm2_name"":""Union""},{""adm2_code"":30800,""adm2_name"":""Van Wert""},{""adm2_code"":30963,""adm2_name"":""Mercer""},{""adm2_code"":31027,""adm2_name"":""McCormick""},{""adm2_code"":31105,""adm2_name"":""Anderson""},{""adm2_code"":31106,""adm2_name"":""Bedford""},{""adm2_code"":31113,""adm2_name"":""Carroll""},{""adm2_code"":31120,""adm2_name"":""Coffee""},{""adm2_code"":31122,""adm2_name"":""Cumberland""},{""adm2_code"":31167,""adm2_name"":""Montgomery""},{""adm2_code"":31169,""adm2_name"":""Morgan""},{""adm2_code"":31187,""adm2_name"":""Sumner""},{""adm2_code"":31188,""adm2_name"":""Tipton""}]",2006-01-13,2023-09-25
1843a7e746bb7099166c93d459fe106e,2002-0724-USA,,,,,,,,750000.0,1270473.0,2000000.0,3387927.0,59.03314407861422,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29810,""adm2_name"":""Evangeline""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",2008-03-21,2023-09-25
e4c7adf4666576c95be0b4601b8bdad7,2002-0751-USA,30.0,,,,,,,450500.0,763131.0,450500.0,763131.0,59.03314407861422,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":28997,""adm2_name"":""District of Columbia""}]",2003-07-01,2023-09-25
987591094f8e76b20d562c7c9863b343,2002-0793-USA,13.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28885,""adm2_name"":""Marin""},{""adm2_code"":28908,""adm2_name"":""Santa Cruz""}]",2003-07-01,2023-09-25
6ea78b84e68d5db245c69837118d8228,2002-0802-USA,18.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2003-07-01,2023-09-25
a0030c42a6dcaeaed6f637d6f2c1254f,2002-0880-USA,1.0,47.0,,,47.0,,,200500.0,339640.0,,,59.03314407861422,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm2_code"":30508,""adm2_name"":""Broome""},{""adm2_code"":30517,""adm2_name"":""Delaware""},{""adm2_code"":30518,""adm2_name"":""Dutchess""},{""adm2_code"":30522,""adm2_name"":""Fulton""},{""adm2_code"":30542,""adm2_name"":""Oswego""},{""adm2_code"":30558,""adm2_name"":""Tioga""},{""adm2_code"":30984,""adm2_name"":""Wayne""}]",2006-07-20,2023-09-25
d7fb6b991b8bef114d35632090579577,2002-9853-USA,,,,,,,,,,3300000.0,5590080.0,59.03314407861422,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2006-03-08,2023-09-25
c99c84f7ab42d91883d34b0648380718,2003-0085-USA,44.0,,120.0,,120.0,,,200000.0,331273.0,200000.0,331273.0,60.37325106625937,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2004-03-10,2023-09-25
0a10c3152fd7133547659a255fd36825,2003-0087-CAN,,,1100.0,,1100.0,,,,,,,60.37325106625937,"[{""adm2_code"":12613,""adm2_name"":""Division No.  6""}]",2004-01-21,2023-09-25
141d9a9af260d0e79eb0520ba8aa651f,2003-0139-USA,6.0,200.0,,186.0,386.0,,,450000.0,745363.0,5000000.0,8281813.0,60.37325106625937,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":29165,""adm2_name"":""Mitchell""},{""adm2_code"":29223,""adm2_name"":""Worth""}]",2008-03-30,2023-09-25
3caa8683f3aae2c649ff78ffba232c33,2003-0147-USA,3.0,,,,,,,,,25000.0,41409.0,60.37325106625937,"[{""adm1_code"":3264,""adm1_name"":""Wyoming""},{""adm2_code"":28938,""adm2_name"":""Denver""},{""adm2_code"":154739,""adm2_name"":""Boulder""}]",2003-10-06,2023-09-25
